URL,Title,Author,Type,Price,Summary,Publication Year,Language,ISBN,Category,Copyright,Contributors,Pages,Binding,Interior Color,Dimensions,Format,Keywords
https://www.lulu.com//shop/russell-creech-editor/thoughts-of-the-american-ivy-league-selected-readings-from-the-early-19th-century-politics/ebook/product-1gv746kg.html?q=Harvard+University,Thoughts of the American Ivy League. Selected Readings From the Early 19th Century.  Politics,"Russell Creech, Editor",Ebook,0.00,"Selected Quotes and Readings from the texts of major Political Discourses by the American Ivy League's leading University Presidents and Alumni, from 1800-to about 1850. 

This work serves as a ""Note Book"" reference to the Orthodox Political Philosophy held by the Founding Generation, and serves to define major issues such as ""Separation of Church and State"" as they intended.",2011,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,"By (author): Russell Creech, Editor",,,,,PDF,"['Harvard', 'Yale', 'Princeton', 'Dartmouth', 'nassau-hall', 'Government', 'Christianity']"
https://www.lulu.com//shop/peter-prangnell/arch-ed/paperback/product-1jekjnwe.html?q=Harvard+University,arch. ed.,Peter Prangnell,Paperback,40.35,"Having taught in design studios at the AA, London, Harvard GSD and Columbia University's School of Architecture, Peter Prangnell joined the Faculty of the University of Toronto's Department of Architecture in 1967. He recalls his experience introducing a new B.Arch. curriculum. Illustrated with many examples of students' projects, this account of an experiment in professional education comes at a time of renewed interest in progressive education and the student movements of the '60-'70s.",2009,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Peter Prangnell,148,Paperback,Color,Small Square (7.5 x 7.5 in / 190 x 190 mm),,"['Peter Prangnell', 'architecture', 'education', ""'60s-'70s""]"
https://www.lulu.com//shop/timothy-leary/neurocomics/ebook/product-1ggywepz.html?q=Harvard+University,Neurocomics,Timothy Leary,Ebook,2.10,"**It was at the end of the seventies that Neurocomics (1979) was released in a print run of 10,000. It’s not even listed on the wikipedia entry of his works, and seems overlooked by most Dr. Leary’s fans.**Timothy Francis Leary (October 22, 1920 – May 31, 1996) was an American psychologist and writer, known for his advocacy of psychedelic drugs. During a time when drugs such as LSD and psilocybin were legal, Leary conducted experiments at Harvard University under the Harvard Psilocybin Project, resulting in the Concord Prison Experiment and the Marsh Chapel Experiment. Both studies produced useful data, but Leary and his associate Richard Alpert were fired from the university nonetheless because of the public controversy surrounding their research. Leary believed LSD showed therapeutic potential for use in psychiatry. He popularized catchphrases that promoted his philosophy such as ""turn on, tune in, drop out""; ""set and setting""; and ""think for yourself and question authority"".",2013,English,N/A,Comics & Graphic Novels,All Rights Reserved - Standard Copyright License,By (author): Timothy Leary,,,,,PDF,"['timothy leary', 'adult comics', 'science', 'drugs', 'psychedelic']"
https://www.lulu.com//shop/william-allen-am/dartmouth-political-science-discourse-1818/ebook/product-1nq4885m.html?q=Harvard+University,"Dartmouth Political Science Discourse, 1818.","William Allen, A.M.",Ebook,0.00,"Political Science Discourse, 1818, by William Allen. A.M., S.T.D. ( Harvard). Allen served as  President of Dartmouth University (1818-1819) and President, Bowdoin College, (1820-1839).

This pamphlet is a reprint of his address to the New Hampshire state officials upon their election to office, and as such, lends Government sanction to the doctrines presented concerning the Philosophical basis of American Polity.",2011,English,N/A,History,All Rights Reserved - Standard Copyright License,"By (author): William Allen, A.M.",,,,,PDF,"['Dartmouth', 'Political Science', 'Politics', 'Government', 'nassau-hall']"
https://www.lulu.com//shop/russell-creech-editor/thoughts-of-the-american-ivy-league-selected-readings-from-the-early-19th-century-politics/paperback/product-1mq9r46.html?q=Harvard+University,Thoughts of the American Ivy League. Selected Readings From the Early 19th Century.  Politics,"Russell Creech, Editor",Paperback,7.51,"Selected Quotes and Readings from the texts of major Political Discourses by the American Ivy League's leading University Presidents and Alumni, from 1800-to about 1850. 
<p>
This work serves as a ""Note Book"" reference to the Orthodox Political Philosophy held by the Founding Generation, and serves to define major issues such as ""Separation of Church and State"" as they intended.</p>",2007,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,"By (author): Russell Creech, Editor",116,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Harvard', 'Yale', 'Princeton', 'Dartmouth', 'nassau-hall', 'Government', 'Christianity']"
https://www.lulu.com//shop/george-allan-england/darkness-and-dawn/paperback/product-1dj4wkg9.html?q=Harvard+University,Darkness and Dawn,George Allan England,Paperback,14.31,"Hint: You can preview this book by clicking on ""Preview"" which is located under the cover of this book.

About the author:

George Allan England (b. 9 February 1877, Fort McPherson, Nebraska) – (d. 26 June 1936) was an American writer and explorer, best known for his speculative and science fiction. He attended Harvard University and later in life unsuccessfully ran for Governor of Maine. England was a socialist and many of his works have socialist themes.England was born in Nebraska. He attended Harvard University, where he received Bachelor of Arts (A.B.) and Master of Arts (M.A.) degrees. In 1912 he stood for Governor of Maine as the socialist candidate. In that election, he finished in third place with 2,081 votes (1.47%). England died in a hospital in New Hampshire, although there is a legend that he disappeared on a treasure hunt.England's writing career took place mainly in New York and Maine.
Excerpt from: https://en.wikipedia.org/wiki/George_Allan_England",2016,English,N/A,Fiction,All Rights Reserved - Standard Copyright License,By (author): George Allan England,590,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['allan', 'darkness', 'dawn', 'england', 'fiction', 'george', 'science']"
https://www.lulu.com//shop/henry-beston-and-maurice-e-day/the-firelight-fairy-book-by-henry-beston/paperback/product-mr5gnn.html?q=Harvard+University,The Firelight Fairy Book by Henry Beston,Henry Beston,Paperback,5.89,"Henry Beston Sheahan (1888-1968) was an American writer and naturalist, best known as the author of The Outermost House, written in 1925. He grew up in Quincy, Massachusetts and attended Adams Academy in Quincy before earning his B. A. (1909) and M. A. (1911) from Harvard College. After leaving Harvard, Beston took up teaching at University of Lyon. In 1914 he returned to Harvard as an English department assistant. 
	Beston joined the French army in 1915 and served as an ambulance driver. His service in le Bois le Pretre and at the Battle of Verdun was described in his first book, A Volunteer Poilu (1916). Following the end of World War I, Beston began writing fairy tales under the name ""Henry Beston."" In 1919, The Firelight Fairy Book was published, followed by The Starlight Wonder Book in 1923. During this time, he worked as an editor of The Living Age, an offshoot of The Atlantic Monthly.",2021,English,N/A,Fiction,No Known Copyright (Public Domain),"By (author): Henry Beston, Illustrated by: Maurice E. Day",142,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['the firelight fairy book', 'firelight fairy book illustrated book', 'folklore', 'fairy tales', 'teen & young adult Myth & legend book', 'Myth & Legend', 'Fairy Tales & Folklore', 'Teen & Young Adult book', 'novels', 'fictions']"
https://www.lulu.com//shop/rabbi-ben-greenberg/covenantal-promise-and-destiny-wisdom-for-life/hardcover/product-14nqgyg6.html?q=Harvard+University,Covenantal Promise and Destiny: Wisdom for Life,Rabbi Ben Greenberg,Hardcover,32.32,"Rabbi Greenberg, the Jewish Chaplain of Harvard University, turned his study of both the books of Genesis and Deuteronomy with students into a book and through it uncovered deep wisdom for contemporary life. Covenantal Promise and Destiny will help you gain a richer understanding of the pivotal narrative moments in these key texts of the Hebrew Bible and how the ancient wisdom of Jewish tradition can better your life.",2010,English,9780557675746,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Rabbi Ben Greenberg,108,Linen Wrap,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Judaism', 'Bible', 'Torah', 'Ethics', 'College', 'University', 'Harvard', 'Hillel']"
https://www.lulu.com//shop/jm-martin/the-masseur/ebook/product-22062504.html?q=Harvard+University,The Masseur,J.M. MARTIN,Ebook,0.00,"In this Ebook Novel...Susan meets a Masseur at Harvard University. She decides to share the day with him. It is one of the best day's she's ever had in her life. But... Susan's decision to spend the day with the Masseur, causes the two of them to have to fight for their lives. Susan has to try and get them out of the mess that she got them in...before it's too late....",2015,English,9781312951280,Fiction,All Rights Reserved - Standard Copyright License,By (author): J.M. MARTIN,,,,,PDF,"['romance', 'true love', 'sex', 'relationships', 'mystery']"
https://www.lulu.com//shop/web-du-bois/the-conversation-of-races-edited-by-faheem-judah-el-dd/paperback/product-18r89q72.html?q=Harvard+University,THE CONVERSATION OF RACES   EDITED BY FAHEEM JUDAH-EL D.D.,W.E.B. DU BOIS,Paperback,15.99,"William Edward Burghardt “W. E. B.” Du Bois (1868-1963) was a leading African-American sociologist, writer and activist. Educated at Harvard University and other top schools, Du Bois studied with some of the most important social thinkers of his time. He earned fame for the publication of such works as Souls of Black Folk (1903), and was a founding officer of the National Association for the Advancement of Colored People (NAACP) and editor of its magazine. Dubois also taught at Wilberforce University and Atlanta University, and chaired the Peace Information Center. Shortly before his death, Du Bois settled in Ghana to work on the Encyclopedia Africana.",2016,English,9781365277658,History,All Rights Reserved - Standard Copyright License,By (author): W.E.B. DU BOIS,50,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['races', 'Africa', 'Europe', 'China', 'conversation Du Bois']"
https://www.lulu.com//shop/richard-estes/the-apocalypse-is-a-famous-series-of-fifteen-woodcuts-by-albrecht-durer-of-scenes-from-the-book-of-revelation-this-is-the-second-edition-in-1511/paperback/product-1v9nv68v.html?q=Harvard+University,The Apocalypse is a famous series of fifteen woodcuts by Albrecht Durer of scenes from the Book of Revelation - This is the second edition in 1511.,Richard Estes,Paperback,22.27,"#783: The Apocalypse is a famous series of fifteen woodcuts by Albrecht Durer of scenes from the Book of Revelation. This is the second edition in 1511. Wurttembergische Landesbibliothek at Stuttgart, Germany. I did the first edition in 1-17-13 and it was special for it has color pages. It was from the Houghton Library at Harvard University as Cambridge, Massachusetts. The cost was $40.00.",2014,English,9781312353213,History,All Rights Reserved - Standard Copyright License,By (author): Richard Estes,46,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,['Revelation in 1511']
https://www.lulu.com//shop/daniel-cady-eaton/beautiful-ferns/ebook/product-1qn8mw7e.html?q=Harvard+University,Beautiful Ferns,Daniel Cady Eaton,Ebook,3.99,"Beautiful Ferns by Daniel Cady Eaton; Illustrated by Charles Edward Faxon and J. H. Emerton and from Original Water-Color Drawings after Nature. 

Daniel Cady Eaton (1834–1895) was an American botanist and author. He gained his bachelor's degree at Yale University, then went on to Harvard University where he studied with Asa Gray. He then went back to Yale where he was a botany professor and herbarium curator. Eaton is the grandson of Amos Eaton.

He also worked in Utah, contributing to the US-Mexican Boundary Survey and various geological surveys.",2014,English,9781304959911,Art & Photography,All Rights Reserved - Standard Copyright License,By (author): Daniel Cady Eaton,,,,,EPUB,"['Reference', 'Beautiful Ferns', 'Daniel Cady Eaton', 'Illustrated', 'Charles Edward Faxon', 'J. H. Emerton', 'Botany', 'Ferns', 'Arts']"
https://www.lulu.com//shop/richard-estes/latin-psalter-with-wycliffe-commentary-in-english-about-1400/paperback/product-1nwqgkrr.html?q=Harvard+University,LATIN PSALTER WITH WYCLIFFE COMMENTARY IN ENGLISH ABOUT 1400,RICHARD ESTES,Paperback,40.00,"In this Book, Volume 1 only, you see 85 pages out of 416 pages. Also you see Psalms 1 to 76. Volume 2 is not out yet. What will really touch on your heart is that all the Commentary is in English. Also this comes from the understanding by John Wycliffe. This is from the Richardson MS 36 at the Houghton Library, Harvard University at Cambridge, Mass.",2012,English,9781105587764,History,All Rights Reserved - Standard Copyright License,By (author): RICHARD ESTES,90,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,['Wycliffe Commentary English']
https://www.lulu.com//shop/t-s-eliot/poems/ebook/product-1mwgv9gg.html?q=Harvard+University,Poems,T. S. Eliot,Ebook,1.99,"Thomas Stearns Eliot was born in Missouri on September 26, 1888. He lived in St. Louis during the first eighteen years of his life and attended Harvard University. In 1910, he left the United States for the Sorbonne, having earned both undergraduate and masters degrees and having contributed several poems to the Harvard Advocate. 

He became a British citizen in 1927; long associated with the publishing house of Faber & Faber, he published many younger poets, and eventually became director of the firm. After a notoriously unhappy first marriage, Eliot separated from his first wife in 1933, and was remarried, to Valerie Fletcher, in 1956. T. S. Eliot received the Nobel Prize for Literature in 1948, and died in London in 1965.",2014,English,9781304938695,Poetry,All Rights Reserved - Standard Copyright License,By (author): T. S. Eliot,,,,,EPUB,"['poetry', 'modernism', 'literature', 'classics', 'Love Song', 'Alfred Prufrock', 'The Waste Land', 'T.S. Eliot', ""Eliot's Poetry"", 'The Wasteland', 'Poems by Eliot']"
https://www.lulu.com//shop/a-j-walters/an-acute-attraction/ebook/product-179j4vzz.html?q=Harvard+University,An Acute Attraction,A J Walters,Ebook,1.73,"Meet..
...Working single mother Isabel Chambers. She's not a size 12 or as you've probably guessed, a virgin either. She's lived her life, but now feels it is her time to re-discover herself.

...Marc Sanders an attractive, successful Harvard Professor of Medicine visiting Cambridge. He has a secret past that has been well hidden.

An Acute Attraction is a heart warming, exciting and compelling story of love and romance, full of seductive and sensual emotions and images, sexual exploration and passion.
Isabel is an ordinary, working, single mother of two, who needs some “me” time, so, kids sorted, she books herself into a hotel for a week of rest and relaxation.
Marc is an American professor at Harvard University and is in England to present research results to Cambridge University.
Two people, out for adventure and excitement, meet and begin a journey of fun, thrills, lust and desire. But, is Mark all he seems to be? What is he hiding?

Warning: Has adult and sexual content. 18+ Advised",2013,English,9781291818444,Parenting & Families,All Rights Reserved - Standard Copyright License,By (author): A J Walters,,,,,EPUB,"['Contemporary', 'Romance', 'Novella']"
https://www.lulu.com//shop/umar-iqbal/the-greatest-teacher/ebook/product-1vgq854r.html?q=Harvard+University,The Greatest Teacher,Umar Iqbal,Ebook,2.10,"The Greatest Teacher in the World is the culmination of years of research on self-help and personal development. To make these ideas more digestible and immediately applicable, these ideas have been presented in story form. Come join the 63-year-old Professor Izmir on a journey of life change and personal development!

About The Author

The author is currently a graduate student pursuing his Master of Business Administration (MBA) degree from The Wharton School at the University of Pennsylvania and his Master of Public Administration (MPA) degree from the John F. Kennedy School of Government at Harvard University.",2020,English,9781678175993,Personal Growth,All Rights Reserved - Standard Copyright License,By (author): Umar Iqbal,,,,,EPUB,"['Personal development', 'self help', 'motivation', 'success', 'inspiration', 'quotes']"
https://www.lulu.com//shop/robert-wood-darby/betrayal-and-conviction-memoir-of-a-generation/paperback/product-1qkzy29z.html?q=Harvard+University,"Betrayal and Conviction, Memoir of a Generation",Robert Wood Darby,Paperback,17.70,"Author Robert Wood Darby was born and raised in Georgia. This memoir is about the anti-racism advocate growing up in the fifties and sixties and coming of age in the segregated South during the Civil Rights Movement. Darby became an antiwar activist during the Vietnam War. He studied at Emory University, then at Tufts and Harvard in the late sixties - a time of upheaval for the entire country. He also chronicles his affliction with mental illness and manic depression, which has gone into remission.",2019,English,9780359757350,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Robert Wood Darby,308,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Anti-racism', 'Civil Rights Movement', 'Antiwar Activist', 'Vietnam War', 'Mental Illness', 'Manic Depression']"
https://www.lulu.com//shop/tomeara-and-joan-gosier/lets-talk-about-brains/paperback/product-1rmp8djq.html?q=Harvard+University,Let's Talk About Brains,Tomeara and Joan Gosier,Paperback,10.00,"Often children wonder, ""How do I master self-control in my classroom?""  My elementary school uses a tool that rewards behavior that is ""on green"".  This means that you behaved well and completed your tasks.  My mommy and I developed this little book to help other children ""get on green"" each day!

********************DECEMBER 6, 2013 UPDATE*******


PLEASE HELP ME I REALLY WANT TO GO TO HARVARD THIS SUMMER!

At age 11, I have been nominated by my middle school to attend a LEADERSHIP SUMMER CAMP at HARVARD UNIVERSITY.  All purchases of this book help raise the funds to make it a REALITY!  It seems that this would be a good opportunity and I don't want to miss it.  It is a chance of a lifetime for me to learn some things that can make the world better for everyone!

Thank you so much for your support.",2009,English,N/A,Children's,All Rights Reserved - Standard Copyright License,By (author): Tomeara and Joan Gosier,10,Saddle Stitch,Color,Square (8.5 x 8.5 in / 216 x 216 mm),,"['behavior', 'brain', 'classroom', 'discipline', 'Tomeara Gosier', 'elementary', 'school']"
https://www.lulu.com//shop/jon-snow/psy-530-week-4-assignment-latest-gcu/paperback/product-12qnd755.html?q=Harvard+University,PSY 530 WEEK 4 ASSIGNMENT LATEST-GCU,Jon Snow,Paperback,8.06,"PSY 530 WEEK 4 ASSIGNMENT LATEST-GCU
Visit Below Link, To Download This Course:
https://www.tutorialsservice.net/product/psy-530-week-4-assignment-latest-gcu/

Or 
Email us on
[email protected]
PSY 530 Week 4 Assignment Latest-GCU
PSY530
PSY 530 Week 4 Assignment Latest-GCU
Details:
Take one (gender, age, race, sexuality, disability, or weight) of the Implicit Association Tests (IAT) at the Harvard University website. In 750-1,000 words, address the following:",2018,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): Jon Snow,2,Saddle Stitch,Black & White,US Letter (8.5 x 11 in / 216 x 279 mm),,"['INTERNATIONAL STUDY', 'COMPUTER SCiENCE', 'ENGINEERING & TECHNOLOGY', 'Accounting', 'Business']"
https://www.lulu.com//shop/richard-estes/book-of-hours-use-of-paris-about-1420-25/paperback/product-1jn9wzpd.html?q=Harvard+University,BOOK OF HOURS (USE OF PARIS) ABOUT 1420-25,RICHARD ESTES,Paperback,35.00,"This Book is from the Richardson #42 at Houghton Library, Harvard University at Cambridge, Mass. It has 404 pages but you will see the best 51 pages from the Book of Hours. If I did it all it would cost you more $100 but with the special pages it will cost you less the $50. If you have a comment or question, please use my e-mail: [email protected]",2012,English,9781105593123,History,All Rights Reserved - Standard Copyright License,By (author): RICHARD ESTES,59,Paperback,Color,US Letter (8.5 x 11 in / 216 x 279 mm),,['Book of Hours']
https://www.lulu.com//shop/renzhi-notes/mobile-book-boston/ebook/product-17qdv8ym.html?q=Harvard+University,Mobile Book Boston,Renzhi Notes,Ebook,1.00,"The Mobile Book is your travel guide. You can read by iPad or smartphone(some need install epub file reader). Travel to Boston.Visit to Harvard University, Museum of Fine Arts,Isabella Stewart Gardner Museum,The First Church of Christ, Scientist,Cathedral of the Holy Cross,Trinity Church,Freedom Trail,Boston Common,Old State House,Boston Massacre,Faneuil Hall,USS Constitution,Bunker Hill Monument,Museum of Science ,Tea Party Ships & Museum,Boston Harbor.",2016,English,9781329954564,Travel & Adventure,All Rights Reserved - Standard Copyright License,By (author): Renzhi Notes,,,,,EPUB,"['Mobile Book', 'travel guide', 'Boston', 'Harvard University', 'Museum', 'Fine Arts', 'Gardner Museum', 'Church of Christ', 'Scientist', 'Cathedral', 'Trinity Church', 'Freedom Trail', 'Boston Common', 'State House', 'Boston Massacre', 'Faneuil Hall', 'USS Constitution', 'Bunker Hill', 'Monument', 'Museum o']"
https://www.lulu.com//shop/glen-santayana/prischool-a-prison-school-hybrid/paperback/product-1qnd2qkp.html?q=Harvard+University,PriSchool: A Prison + School Hybrid,Glen Santayana,Paperback,44.39,"A prison + school hybrid. The thesis looks to address the outflow of prisoners and combat the challenges of recidivism. This is done through the implementation of a new typology of prison facility that symbiotically merges the program of incarceration and education. Rather than regarding prisons simply as a means of punishment that might ensure ex-convicts have no other future, this new system of higher education incarceration will promote rehabilitation and the creation of new productive members of society.",2013,English,N/A,Education & Language,All Rights Reserved - Standard Copyright License,By (author): Glen Santayana,126,Paperback,Color,US Trade (6 x 9 in / 152 x 229 mm),,"['Glen Santayana', 'Harvard University', 'GSD', 'Prischool', 'prison', 'education', 'thesis']"
https://www.lulu.com//shop/latoya-franklyn/college-as-reality/paperback/product-1ngr5q7n.html?q=Harvard+University,College as Reality,LaToya Franklyn,Paperback,18.99,"Navigating the college and scholarship application process can be daunting, but it doesn’t have to be that way.

LaToya Franklyn, who attended Vanderbilt University, UC Berkeley School of Law, and Harvard Law School on full academic and community service scholarships, walks you through how to get accepted into the schools that you prefer—and just as important—how to get the money to go there.

Filled with application tools, practical advice, and educational tips, this is an incredible resource for college-bound readers, parents, and guidance counselors. College-bound students will learn how to:

·	stand out as an attractive and competitive candidate;
·	carry out the mechanics of applying for college and scholarships;
·	overcome negative circumstances; and
·	set and accomplish meaningful goals.",2016,English,9781483448237,Education & Language,All Rights Reserved - Standard Copyright License,By (author): LaToya Franklyn,126,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['college', 'scholarships', 'debt free', 'education', 'university', 'funding', 'grants', 'loans', 'loan free', 'work study', 'money', 'save money', 'guide', 'school', 'college applications', 'scholarship applications', 'teens', 'young adults', 'parents', 'families', 'financial freedom', 'success']"
https://www.lulu.com//shop/jm-martin/the-masseur/paperback/product-1g8nq6j6.html?q=Harvard+University,The Masseur,J.M. MARTIN,Paperback,12.87,"In this paperback Novel...Susan meets a Masseur at Harvard University. She decides to share the day with him. It is one of the best day's she's ever had in her life. But... Susan's decision to spend the day with the Masseur, causes the two of them to have to fight for their lives. Susan has to try and get them out of the mess that she got them in...before it's too late....",2015,English,9781312950412,Fiction,All Rights Reserved - Standard Copyright License,By (author): J.M. MARTIN,144,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['romance', 'true love', 'sex', 'relationships', 'mystery']"
https://www.lulu.com//shop/charles-henry-brent/with-god-in-the-world-a-series-of-papers/paperback/product-1mqe9p6k.html?q=Harvard+University,With God in the World: A Series of Papers,Charles Henry Brent,Paperback,7.23,"Hint: You can preview this book by clicking on ""Preview"" which is located under the cover of this book.

About the author:

Charles Brenton Huggins (September 22, 1901 – January 12, 1997) was a Canadian-American physician, physiologist and cancer researcher at the University of Chicago specializing in prostate cancer. He was awarded the 1966 Nobel Prize for Physiology or Medicine for discovering in 1941 that hormones could be used to control the spread of some cancers. This was the first discovery that showed that cancer could be controlled by chemicals.Huggins was born in Halifax, Nova Scotia, Canada. He graduated from Acadia University with a BA degree in 1920. He went on to study medicine at Harvard University and received his MD degree in 1924.
Excerpt from: https://en.wikipedia.org/wiki/Charles_Brenton_Huggins",2016,English,N/A,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Charles Henry Brent,84,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['brent', 'charles', 'christianity', 'god', 'henry', 'papers', 'series', 'world:']"
https://www.lulu.com//shop/jm-martin/the-masseur/hardcover/product-18rzknre.html?q=Harvard+University,The Masseur,J.M. MARTIN,Hardcover,26.99,"In this hardcover with dust jacket...Susan meets a Masseur at Harvard University. She decides to share the day with him. It is one of the best day's she's ever had in her life. But... Susan's decision to spend the day with the Masseur, causes the two of them to have to fight for their lives. Susan has to try and get them out of the mess that she got them in...before it's too late....",2015,English,9781312932234,Fiction,All Rights Reserved - Standard Copyright License,By (author): J.M. MARTIN,144,Hardcover,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['romance', 'sex', 'relationships', 'true love']"
https://www.lulu.com//shop/elizabeth-stuart-phelps/avery/paperback/product-17qzmwk4.html?q=Harvard+University,Avery,Elizabeth Stuart Phelps,Paperback,6.86,"Avery Odelle Craven (August 12, 1885 near Ackworth, Iowa – January 21, 1980, Chesterton, Indiana) was a historian who specialized in the study of the nineteenth-century United States and the American Civil War.Craven's parents were Quakers who left North Carolina because of slavery and racism. Craven graduated from Simpson College in 1908. He earned an M.A. from Harvard in 1914, where he was influenced by Frederick Jackson Turner. He earned a Ph.D. from the University of Chicago in 1923, Studying with Marcus Jernegan as well as William E Dodd. He taught at Michigan State University and the University of Illinois; in 1927, he joined the faculty of the University of Chicago, where he spent the rest of his career.
Excerpt from: https://en.wikipedia.org/wiki/Avery_Craven

Hint: You can preview this book by clicking on ""Preview"" which is located under the cover of this book.",2016,English,N/A,Fiction,All Rights Reserved - Standard Copyright License,By (author): Elizabeth Stuart Phelps,58,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['avery', 'conduct', 'elizabeth', 'fiction', 'invalids', 'life', 'married', 'people', 'phelps', 'stuart']"
https://www.lulu.com//shop/frank-hamilton-cushing/with-god-in-the-world-a-series-of-papers/paperback/product-1kmg7jq7.html?q=Harvard+University,With God in the World: A Series of Papers,Frank Hamilton Cushing,Paperback,8.82,"Hint: You can preview this book by clicking on ""Preview"" which is located under the cover of this book.

About the author:

Charles Brenton Huggins (September 22, 1901 – January 12, 1997) was a Canadian-American physician, physiologist and cancer researcher at the University of Chicago specializing in prostate cancer. He was awarded the 1966 Nobel Prize for Physiology or Medicine for discovering in 1941 that hormones could be used to control the spread of some cancers. This was the first discovery that showed that cancer could be controlled by chemicals.Huggins was born in Halifax, Nova Scotia, Canada. He graduated from Acadia University with a BA degree in 1920. He went on to study medicine at Harvard University and received his MD degree in 1924.
Excerpt from: https://en.wikipedia.org/wiki/Charles_Brenton_Huggins",2016,English,N/A,Religion & Spirituality,All Rights Reserved - Standard Copyright License,By (author): Frank Hamilton Cushing,198,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['brent', 'charles', 'christianity', 'god', 'henry', 'papers', 'series', 'world:']"
https://www.lulu.com//shop/anton-yakovlev/chronos-dines-alone/paperback/product-1vjdjyv4.html?q=Harvard+University,Chronos Dines Alone,Anton Yakovlev,Paperback,8.49,"Born in Moscow, Russia, Anton Yakovlev is a graduate of Harvard University currently living in the New York metropolitan area. He is the author of “Ordinary Impalers” (Kelsay Books, 2017) and two prior chapbooks. His poems have appeared in The New Yorker, The Hopkins Review, Measure, The Stockholm Review of Literature, and elsewhere. ""In these unsparing, unsettling, sometimes surreal poems, he makes us feel what it’s like to be alive in our time—grappling with fear, grief, bewilderment, chaos, and brute contingency. These poems are a rare hybrid of intelligence and imagination. Yakovlev is a unique talent in American poetry,"" writes
Jennifer Franklin, the author of “No Small Gift” (Four Way Books.)",2018,English,9781912963010,Poetry,All Rights Reserved - Standard Copyright License,By (author): Anton Yakovlev,42,Paperback,Black & White,A5 (5.83 x 8.27 in / 148 x 210 mm),,"['Poetry', 'American Poetry', 'Experimental Poetry', 'Surrealism', 'Surrealist Poetry', 'SurVision Magazine', 'SurVision Books']"
https://www.lulu.com//shop/robert-wood-darby/first-person-crazy/paperback/product-124vjk6y.html?q=Harvard+University,First Person Crazy,Robert Wood Darby,Paperback,9.54,"Autobiographical work by and about Bob Darby, a lifelong human rights activist. Darby came of age as a privileged Caucasian in the segregated South during the civil rights conflict at home and during the Vietnam War. 
     When Darby graduated from Emory University and  enrolled  at Harvard and Tufts, he found many who shared his dedication to the anti-war movement. Few of Darby’s friends realized that he was also fighting a very personal war. The sensitive and gifted young man’s manic depression sometimes led to wild exuberance and other times to suicidal attempts to end his own life.
     He became a man with empathy for downtrodden people through serving as a civil rights advocate, peace activist, and the founder of “Food Not Bombs” in Atlanta, Georgia. His writings make the reader feel the excitement and frustration of his adventures and passion for social justice and his quest for normalcy. Parts of these chapters also appear in his book “Betrayal and Conviction” published in February of 2019.",2019,English,9780359784066,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,By (author): Robert Wood Darby,120,Paperback,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Harvard', 'Mental Illness', 'Protestors', 'Vietnam War', 'civil rights', 'rascism']"
https://www.lulu.com//shop/john-forrest-jr/remembering-paul-beeson/hardcover/product-1jwe8jje.html?q=Harvard+University,Remembering Paul Beeson,"John Forrest, Jr.",Hardcover,35.00,"This book contains descriptions of 22 persons, professors of medicine, many of them trained by Beeson, who write about their recollections of Paul Beeson.  The book follows Beeson’s life, from his birth, early childhood in Alaska, college at the University of Washington, medical school at McGill, and residency at the University of Pennsylvania, to and private practice with his father and brother in Wooster Ohio. Seeing that he was not very good at surgery, Dr. Beeson took a fellowship at Rockefeller Institute in New York City with Osswald Avery.  He then served as Chief Resident to the renowned Soma Weiss at the Peter Bent Brigham Hospital at Harvard, which led to the Chairmanships of the Departments of medicine at Emory, Yale, and Oxford, to a distinguished Professor at the VA in Seattle Washington. The book concludes with the speakers comments at Beeson’s memorial service at Yale.",2019,English,N/A,Biographies & Memoirs,All Rights Reserved - Standard Copyright License,"By (author): John Forrest, Jr.",198,Linen Wrap,Black & White,US Trade (6 x 9 in / 152 x 229 mm),,"['Physicians', 'Medical History']"
